,brain,batch,condition,Anterior amygdalar area,Basolateral amygdalar nucleus,Central amygdalar nucleus,Cortical amygdalar area,Intercalated amygdalar nucleus,Lateral amygdalar nucleus,Posterior amygdalar nucleus,Somatomotor areas,Somatosensory areas,Gustatory areas,Visceral area,Auditory areas,Visual areas,Anterior cingulate area,Prelimbic area,Infralimbic area,Orbital area,Retrosplenial area,Posterior parietal association areas,Temporal association areas,Perirhinal area,Ectorhinal area,Hippocampal region,Retrohippocampal region,Endopiriform nucleus,Caudoputamen,Nucleus accumbens,Fundus of striatum,Lateral septal nucleus,Septofimbrial nucleus,Septohippocampal nucleus,Pallidum,Ventral anterior-lateral complex of the thalamus,Ventral medial nucleus of the thalamus,Ventral posterolateral nucleus of the thalamus,"""Ventral posterolateral nucleus of the thalamus, parvicellular part""",Ventral posteromedial nucleus of the thalamus,"""Ventral posteromedial nucleus of the thalamus, parvicellular part""",Posterior triangular thalamic nucleus,Subparafascicular nucleus,Subparafascicular area,Lateral posterior nucleus of the thalamus,Posterior complex of the thalamus,Anteroventral nucleus of thalamus,Anteromedial nucleus,Anterodorsal nucleus,Interanteromedial nucleus of the thalamus,Interanterodorsal nucleus of the thalamus,Lateral dorsal nucleus of thalamus,Intermediodorsal nucleus of the thalamus,Submedial nucleus of the thalamus,Parataenial nucleus,Paraventricular nucleus of the thalamus,Nucleus of reuniens,Rhomboid nucleus,Central medial nucleus of the thalamus,Paracentral nucleus,Central lateral nucleus of the thalamus,Parafascicular nucleus,Reticular nucleus of the thalamus,Medial habenula,Lateral habenula,Arcuate hypothalamic nucleus,Anterodorsal preoptic nucleus,Anteroventral preoptic nucleus,Anteroventral periventricular nucleus,Medial preoptic area,Posterodorsal preoptic nucleus,Parastrial nucleus,"""Periventricular hypothalamic nucleus, posterior part""","""Periventricular hypothalamic nucleus, preoptic part""",Subparaventricular zone,Suprachiasmatic nucleus,Ventrolateral preoptic nucleus,Mammillary body,Median preoptic nucleus,Dorsal premammillary nucleus,Ventral premammillary nucleus,Lateral hypothalamic area,Lateral preoptic area,Retrochiasmatic area,Subthalamic nucleus,Tuberal nucleus,Zona incerta,Median eminence,"""Superior colliculus, sensory related""",Nucleus of the brachium of the inferior colliculus,Nucleus sagulum,Parabigeminal nucleus,"""Substantia nigra, reticular part""",Ventral tegmental area,"""Midbrain reticular nucleus, retrorubral area""","""Superior colliculus, motor related""",Periaqueductal gray,Pretectal region,Cuneiform nucleus,Red nucleus,Oculomotor nucleus,Paratrochlear nucleus,Ventral tegmental nucleus,Anterior tegmental nucleus,"""Substantia nigra, compact part""",Pedunculopontine nucleus,Midbrain raphe nuclei,Parabrachial nucleus,Superior olivary complex,Barrington's nucleus,Dorsal tegmental nucleus,Posterodorsal tegmental nucleus,Pontine central gray,Pontine gray,"""Pontine reticular nucleus, caudal part""",Supragenual nucleus,Supratrigeminal nucleus,Tegmental reticular nucleus,Motor nucleus of trigeminal,Laterodorsal tegmental nucleus,Nucleus incertus,Pontine reticular nucleus,Nucleus raphe pontis,Subceruleus nucleus,Sublaterodorsal nucleus
6,an07,201908_tpham_ymaze_cfos,CNOnCrusIRT,38,190,92,101,23,42,45,1130,3012,99,134,402,986,566,91,55,287,567,127,251,37,73,1614,1262,174,2898,120,18,192,9,3,566,32,105,39,0,78,0,28,14,1,53,57,27,32,5,0,9,136,5,29,25,8,82,4,10,3,21,12,66,0,7,0,13,9,0,47,0,13,0,0,0,0,8,57,1,7,15,170,57,0,12,36,160,0,0,19,6,3,0,33,0,0,409,123,72,86,1,10,3,4,0,122,89,108,70,0,5,1,13,72,0,0,28,66,41,9,8,207,0,1,3
7,an08,201908_tpham_ymaze_cfos,CNOnCrusIRT,36,191,151,169,18,54,107,838,2013,44,103,344,673,461,45,54,133,508,87,146,31,138,1626,1195,167,1735,252,31,170,13,7,411,52,73,63,0,117,0,27,43,0,85,67,34,22,8,3,9,119,9,17,8,14,44,8,18,12,17,20,111,0,8,8,18,9,7,79,0,12,0,0,0,0,12,115,0,7,28,303,61,2,16,44,132,0,0,14,7,5,0,62,0,0,580,147,80,76,3,13,4,4,0,103,84,123,55,2,5,3,41,105,0,0,38,87,55,21,14,199,13,4,7
8,an09,201908_tpham_ymaze_cfos,CNOnCrusIRT,21,147,69,136,3,61,90,708,1707,99,115,258,685,365,45,53,102,451,54,147,55,173,1328,1280,183,1561,147,14,104,0,2,345,53,52,26,0,96,0,26,36,0,50,110,10,6,0,0,1,47,24,15,4,12,34,6,11,16,27,26,20,0,7,2,24,11,10,88,1,25,0,0,0,0,17,78,0,11,3,338,73,11,13,40,110,0,0,19,8,3,0,47,0,0,591,115,66,54,2,3,1,1,0,113,84,119,81,0,6,1,29,90,0,0,36,92,44,18,15,212,12,1,6
0,an21_crus1_lat,202002_cfos,CNO_control_reversal,1111,1984,1522,1470,131,577,1379,18744,48344,415,1926,3579,7352,9942,1002,1207,3530,13159,838,1659,457,1333,51083,26601,2226,70893,8470,691,2014,37,43,11444,690,259,251,0,433,0,632,446,0,1300,309,244,253,73,29,101,685,79,136,327,237,684,57,78,29,136,71,2110,0,87,17,434,257,84,1863,27,525,0,0,0,2,452,1193,5,8,0,9007,1593,88,376,316,1919,0,0,392,99,152,0,1183,0,0,13963,3062,1098,883,26,84,6,41,0,1345,4679,3278,848,21,101,36,812,2823,0,0,277,878,731,507,538,3370,125,114,250
1,an22_crus1_lat,202002_cfos,CNO_control_reversal,846,1917,1541,521,136,559,484,25934,56268,1053,2650,2960,11170,21009,1449,2324,3407,12570,1513,1613,581,1479,42740,24389,2438,69942,7876,765,2813,68,50,11889,793,1323,245,0,197,0,542,779,3,1847,566,508,758,99,1,224,1018,104,726,105,72,363,163,206,365,158,144,1276,0,116,4,625,221,68,2364,30,384,0,0,0,0,156,1550,9,56,58,7322,1551,75,347,618,2084,0,0,428,127,242,0,1332,0,0,9793,3736,936,439,2,83,4,87,0,1109,5230,2212,570,17,40,7,280,1531,0,0,193,1168,361,195,184,3189,36,17,42
2,an23_crus1_lat,202002_cfos,CNO_control_reversal,895,1636,1357,533,132,1101,396,19859,47165,277,595,2861,8820,12688,1202,1229,1883,11969,1225,1044,106,686,39864,23508,2231,68007,6661,935,2688,59,123,8490,35,546,152,0,157,0,608,773,1,1363,182,13,25,9,55,37,146,57,131,90,115,545,78,169,19,9,98,728,0,35,2,361,90,15,955,13,132,0,0,0,6,65,944,3,34,29,2856,730,12,324,129,1177,0,0,325,32,126,0,590,0,0,9671,4988,815,209,0,30,6,5,0,891,2436,1711,217,8,24,7,236,1063,0,0,166,473,114,560,226,1599,80,21,50
3,an24_crus1_lat,202002_cfos,CNO_control_reversal,544,2190,1682,933,189,1192,582,18814,38504,377,820,2735,8000,11264,1425,1453,2668,9995,1165,1292,210,1100,45581,25279,2662,71550,8015,1130,2196,17,89,12881,241,661,358,0,618,0,488,937,4,2337,860,168,110,27,49,71,719,146,115,177,124,853,37,137,48,352,297,1813,0,111,8,314,199,84,1969,28,432,0,0,0,17,24,2499,1,143,81,7277,1370,16,421,458,2168,0,0,486,82,134,0,1375,0,0,12018,5499,1036,581,8,25,24,27,0,1657,735,3150,1107,30,95,48,1211,1920,0,3,473,1468,912,898,305,5500,162,93,125
4,an25_crus1_lat,202002_cfos,CNO_control_reversal,1344,2297,1852,818,211,843,689,15233,40670,968,1912,2763,16235,10888,2023,2089,4201,10849,1776,1577,210,1251,34195,23729,2595,62096,8338,919,2064,35,106,13059,616,847,372,0,511,0,373,598,2,790,337,114,198,11,3,117,354,60,213,31,42,508,48,77,70,104,199,1521,4,116,8,334,61,54,838,12,231,0,0,0,24,177,2321,1,95,47,6519,988,35,260,520,1878,0,0,462,95,226,0,1420,0,0,10703,1233,1406,589,37,213,21,1,0,1063,2433,2538,948,70,43,15,772,998,0,0,281,118,691,653,378,2731,150,61,141
0,an1_crus1_lat,202002_cfos,CNOnCrusILT,1377,1716,2766,1115,169,830,747,15290,45947,774,1204,2023,10563,9287,809,1250,2998,8795,1421,573,213,582,42775,29553,2530,75341,5506,1216,3343,62,291,11294,296,655,563,0,303,0,202,541,0,620,314,76,66,24,3,44,393,28,92,53,70,356,38,55,115,53,196,1194,4,46,10,137,71,82,772,5,111,0,0,0,8,272,1439,9,129,113,6192,1076,103,323,849,1815,0,0,334,236,246,0,2025,0,0,6418,1080,1140,1392,42,76,49,8,0,2317,3247,3324,1542,62,70,26,1071,4419,0,1,442,2156,1158,823,319,6418,24,82,363
1,an15_crus1_lat,202002_cfos,CNOnCrusILT,1215,1913,1936,1918,183,827,813,17993,52157,757,1400,3362,9939,12057,1538,1754,3884,8842,1342,1023,177,837,44647,28798,2522,64208,8088,1033,1788,67,36,12956,445,456,263,0,342,0,226,383,1,1916,379,152,121,14,0,1,734,76,99,44,365,522,13,52,35,301,94,545,18,744,59,437,156,74,1566,20,232,0,0,0,0,245,3256,0,138,101,5272,1140,35,178,568,976,0,0,334,420,381,0,2310,0,0,10895,6786,1911,853,12,285,32,61,0,2135,3225,6833,1191,8,211,27,784,2454,0,3,827,2327,1130,383,332,5911,160,38,74
2,an16_crus1_lat,202002_cfos,CNOnCrusILT,900,1662,2469,696,113,981,306,29443,91988,917,1613,6039,17729,14374,2184,1990,3407,14608,2509,1662,408,1312,36228,26167,2534,93899,8275,941,2202,20,82,9144,371,658,234,0,211,0,229,574,3,1198,270,56,94,15,1,11,403,44,152,19,72,430,18,42,106,101,268,692,0,27,18,335,74,27,894,10,126,0,0,0,1,61,1965,0,114,17,4808,632,8,170,415,1216,0,0,410,320,287,0,2296,0,0,10180,3150,3378,1399,13,125,10,19,0,2750,2311,3880,1585,40,64,27,559,1430,0,0,1058,591,1745,232,185,6366,61,56,78
3,an17_crus1_lat,202002_cfos,CNOnCrusILT,532,2380,1846,1129,184,1158,408,19041,52275,1045,2351,2542,9761,15354,1580,2137,2659,8146,1636,1123,105,924,37313,24750,3534,94359,8481,1117,1993,18,179,9766,253,626,120,0,393,0,75,187,0,1163,503,35,57,36,36,93,693,120,232,100,94,355,61,243,117,229,226,546,10,308,16,196,106,80,1568,9,239,0,0,0,6,59,3012,4,181,43,3093,1706,17,101,495,769,0,0,431,252,278,0,1927,0,0,6584,1149,2235,1152,134,138,14,54,0,1696,1089,2077,469,16,196,64,1072,639,0,0,469,215,723,575,332,2810,240,118,199
4,an2_crus1_lat,202002_cfos,CNOnCrusILT,1810,1907,2961,2156,253,331,1261,38398,71524,1041,1737,4338,25581,22821,1915,1618,4926,21504,4138,1835,661,1878,34747,35766,3309,42929,5532,687,2410,58,15,19068,547,1651,206,0,206,0,408,846,3,657,254,422,414,48,11,155,582,37,684,333,125,1240,73,124,144,73,151,991,5,106,18,373,230,220,2363,5,247,0,0,0,1,148,1620,16,52,48,11743,2626,16,407,870,3047,0,0,752,530,272,0,1969,0,0,13495,2037,3430,1524,87,105,129,167,0,4496,3464,3681,664,7,176,11,268,2601,0,1,519,2116,990,281,85,5747,26,12,12
5,an5_crus1_lat,202002_cfos,CNOnCrusILT,1060,2557,1831,662,164,990,1316,27260,52980,1139,1417,2597,6973,18273,1870,2026,3067,9792,882,1216,396,1052,63889,31708,2980,105666,8855,1275,3189,42,230,11792,322,1378,100,0,283,0,460,535,2,2514,697,149,157,18,25,22,1163,126,453,60,215,559,69,315,379,616,720,702,19,696,0,369,216,41,2036,17,284,0,0,0,0,124,3573,5,184,42,5951,1717,3,175,222,1500,0,0,429,267,222,0,3063,0,0,11005,8180,2053,1405,23,226,27,9,0,2619,3484,3469,288,43,236,38,1259,975,0,9,911,547,1653,851,599,6404,49,96,134
6,an6_crus1_lat,202002_cfos,CNOnCrusILT,1243,3227,2341,1305,281,1424,1561,30969,68627,710,1333,2902,15244,25225,1955,1830,3429,18201,2851,864,220,1293,63201,33497,4292,104588,8680,1560,3145,226,168,13259,2834,2596,1599,0,819,0,610,891,1,2217,421,839,710,133,67,175,1455,90,144,506,424,945,99,123,39,273,173,2916,1,134,5,404,147,144,1690,12,213,0,0,0,1,301,4007,20,158,179,13251,1496,22,422,936,3073,0,0,366,223,321,0,3139,0,0,13772,3056,3826,1334,16,259,46,145,0,3439,4463,11927,1657,271,75,64,2514,2563,0,3,1424,1903,1623,2392,268,9175,105,303,453
7,an7_crus1_lat,202002_cfos,CNOnCrusILT,1041,3704,2757,1955,248,988,1197,33401,89299,1584,2296,5457,26173,16095,1962,2964,3760,15346,3063,1612,168,999,49241,31747,4713,83652,9540,1217,3575,69,189,11687,1162,1897,421,0,555,0,557,807,11,1518,489,181,398,37,47,133,577,185,314,211,270,870,156,335,254,385,648,1061,2,439,7,417,194,142,1439,38,235,0,0,0,1,84,4121,4,227,88,11158,1539,40,482,927,2522,0,0,506,277,191,0,3553,0,0,11586,4742,3667,1331,17,287,19,13,0,3333,1158,3530,1048,65,57,38,683,3072,0,6,723,845,1662,224,345,8316,180,208,687
8,an8_crus1_lat,202002_cfos,CNOnCrusILT,2334,3979,3281,1796,313,1296,1614,33949,89928,1158,2715,3896,18083,21467,3185,2993,5956,18815,2206,1522,303,1372,54280,33557,4614,98695,14407,1345,3309,45,188,16561,2924,4133,1517,0,421,0,365,606,4,1452,440,574,797,18,93,132,1454,89,736,203,134,1300,224,310,121,273,339,1943,13,178,57,252,184,73,1965,36,293,0,0,0,0,272,3515,4,173,145,11403,1928,55,389,1093,3876,0,0,593,503,446,0,3422,0,0,11820,2448,2962,1663,75,155,15,0,0,3475,4002,12279,1252,305,49,35,1988,1474,0,5,903,411,1966,1656,278,6190,94,180,669
9,an9_crus1_lat,202002_cfos,CNOnCrusILT,1881,4557,2402,3365,158,1362,2029,32168,70989,1628,1883,2514,9717,26619,1811,2076,2755,16201,1862,1375,434,1292,63518,26613,4517,129589,11778,1326,3896,69,165,15450,1099,1892,416,0,1014,0,937,1000,2,3924,1141,748,575,112,37,94,1932,137,646,211,203,614,133,399,211,739,588,1404,16,605,51,760,216,39,2320,41,357,0,0,0,7,144,3894,16,176,273,8810,2224,20,501,391,3403,0,0,178,323,188,0,3255,0,0,10633,14799,1147,1612,21,155,23,16,0,2193,1997,3044,1177,32,83,47,1047,1309,0,6,664,821,1080,606,573,3794,252,62,138
0,an10_crus1_lat,202002_cfos,CNOnCrusIRT,3201,7255,7678,3911,379,1248,1951,64335,126216,3325,4316,10948,27517,16607,3396,3287,8151,19366,3292,4663,717,3462,51130,37930,6354,38236,11117,1386,2690,27,42,24885,3672,3351,2112,0,2631,0,1124,939,0,3201,1575,878,1024,45,64,175,2317,120,487,314,389,1325,150,224,193,455,747,1926,0,283,6,570,576,228,3531,42,437,0,0,0,9,272,6185,14,529,196,19994,4021,256,922,1302,6918,0,0,525,909,244,0,3946,0,0,14161,8205,2459,2289,27,297,43,16,0,4283,5392,11856,2195,288,64,47,2733,7278,0,4,1310,2813,1223,1750,83,8796,23,135,752
1,an11_crus1_lat,202002_cfos,CNOnCrusIRT,369,3382,1230,2211,288,1042,2245,37464,51607,1459,2546,6599,19173,9592,2196,1040,5578,10550,2413,3078,611,2513,49486,31720,3404,34141,9340,846,2659,73,16,17740,1319,1232,427,0,2271,0,666,794,5,5891,2253,761,708,92,127,243,3124,271,348,276,371,916,169,589,443,887,1591,798,9,846,9,316,228,131,2675,12,530,0,0,0,9,314,3714,12,222,130,10204,3097,72,324,1199,2280,0,0,338,292,309,0,1927,0,0,21605,5560,3527,1409,89,264,44,40,0,2349,2983,2336,1461,7,38,9,363,2929,0,0,337,1403,683,687,145,5597,62,95,331
2,an12_crus1_lat,202002_cfos,CNOnCrusIRT,1753,2940,3557,2175,379,1238,1379,40145,103977,1494,2175,4018,23787,25707,4277,4081,7396,18523,3240,1562,668,1303,48252,26496,4018,120793,11003,1467,2101,155,123,21179,742,1146,866,0,949,0,157,429,0,1516,657,501,740,85,113,224,675,158,393,467,422,1221,203,461,105,220,268,2155,10,286,5,230,226,238,2484,26,203,0,0,0,10,432,2604,0,120,27,10251,1824,93,447,399,2694,0,0,345,373,293,0,1954,0,0,16499,2365,2054,1247,112,151,76,201,0,1427,2574,1876,369,32,96,7,528,1440,0,2,251,920,443,211,287,2587,182,76,76
3,an13_crus1_lat,202002_cfos,CNOnCrusIRT,1454,3930,3908,1664,363,1231,1402,27431,81399,1734,4317,6439,19691,7786,2662,2187,5051,9296,2798,3420,1060,2695,51832,23807,3443,57488,11065,1437,1261,183,46,11251,1424,907,1016,0,3234,0,366,565,5,3980,2009,1007,727,356,22,223,2827,264,120,489,1110,569,61,211,142,1275,1593,1422,16,1104,19,137,67,141,703,0,79,0,0,0,0,183,2168,4,155,45,5416,968,11,242,406,1731,0,0,244,462,218,0,1093,0,0,10407,4499,1328,1453,73,129,59,104,0,996,1483,1587,1370,15,51,14,404,3049,0,1,320,1511,919,211,275,4289,121,26,27
4,an14_crus1_lat,202002_cfos,CNOnCrusIRT,1557,3334,3429,1393,336,1233,1108,12961,32774,669,2928,1482,8332,12326,1519,2243,4346,12104,726,988,308,1020,59065,24726,3813,84693,10477,1573,1057,8,111,15016,1122,1894,491,0,1003,0,314,796,3,2513,735,327,330,16,120,64,829,129,419,166,187,1019,91,299,256,238,850,1640,5,299,9,227,83,121,1395,15,88,0,0,0,1,166,3932,5,215,96,10247,1749,55,548,597,3416,0,0,156,231,447,0,2748,0,0,10172,6508,1500,1947,74,315,63,178,0,1296,4430,2277,503,11,126,16,687,2438,0,1,246,778,696,367,353,4049,101,125,37
5,an18_crus1_lat,202002_cfos,CNOnCrusIRT,1123,1854,2216,1773,183,1112,1122,21469,38830,1046,1972,2106,6109,17467,2723,2022,4737,10765,1117,939,351,1314,36619,27959,3047,101034,10395,1080,2183,78,108,16457,637,1261,369,0,605,0,285,542,0,823,258,299,298,3,41,55,529,36,187,137,89,778,46,99,39,70,124,1115,0,32,6,345,78,67,1160,46,317,0,0,0,1,140,1669,12,121,76,6587,1662,41,220,582,2001,0,0,650,510,456,0,1763,0,0,8857,2441,2530,950,22,95,18,13,0,3723,1045,4066,2676,10,20,51,155,1431,0,0,979,1279,1855,135,17,8898,64,49,93
6,an19_crus1_lat,202002_cfos,CNOnCrusIRT,1503,1362,836,1035,88,952,1080,20241,58916,517,654,2870,14160,12194,1735,1449,3036,13057,1188,1325,451,646,41454,22788,2053,46108,4948,658,3136,23,45,14608,1238,1281,639,0,269,0,356,638,0,762,254,261,233,13,2,33,448,1,91,83,52,83,0,15,44,51,383,971,0,37,61,436,228,118,1711,20,393,0,0,0,7,94,2493,9,127,151,9546,1945,44,445,1355,2734,0,0,368,426,217,0,1453,0,0,7497,2119,2491,963,49,117,114,71,0,2158,2101,3855,367,165,179,23,1200,2009,0,2,436,926,595,1266,301,3903,268,73,221
7,an20_crus1_lat,202002_cfos,CNOnCrusIRT,1325,1584,1662,752,147,1059,533,25670,67000,1405,2925,3769,9106,15809,1476,1918,3440,8587,1937,2119,189,765,35348,24987,2295,65036,8972,1429,2538,22,110,13006,339,616,172,0,400,0,212,340,0,1094,343,44,63,22,18,1,352,38,183,17,67,494,42,136,37,169,85,607,2,127,13,179,116,67,910,5,106,0,0,0,0,197,1704,0,62,19,4238,1330,33,103,284,1142,0,0,476,444,455,0,1192,0,0,11898,3002,1534,1100,53,148,100,132,0,2627,1915,3088,703,48,238,46,1138,1063,0,6,805,758,1468,703,391,4746,326,82,200
8,an3_crus1_lat,202002_cfos,CNOnCrusIRT,1412,2118,1615,1261,144,492,965,20315,50670,523,1355,2520,13713,11574,1302,1263,3494,10406,1825,1394,376,1207,37491,23396,2380,60925,5663,673,2439,9,34,15503,193,732,91,0,329,0,229,519,0,1475,237,370,677,27,63,109,485,122,199,310,221,551,75,184,80,245,527,1540,29,645,15,282,75,63,1290,17,199,0,0,0,0,25,2550,79,177,76,4278,1309,1,223,206,1008,0,0,300,240,200,0,2504,0,0,7945,4381,1323,1244,16,94,1,0,0,1577,1981,2508,593,11,117,48,896,599,0,7,571,249,1165,435,430,2513,128,162,192
9,an4_crus1_lat,202002_cfos,CNOnCrusIRT,879,1814,751,1509,137,582,1013,27721,67494,674,2130,3533,15448,11460,2324,1793,5213,8043,2212,1499,305,1719,34122,22514,2626,58177,7303,1111,1425,30,90,14388,462,939,204,0,1064,0,291,426,0,558,519,110,113,13,0,36,230,162,405,16,115,475,98,177,205,90,827,407,1,153,12,184,226,60,1037,3,57,0,0,0,1,114,2103,7,136,29,6460,1606,47,380,738,1059,0,0,319,211,133,0,1647,0,0,9636,1596,1833,1599,62,150,52,3,0,2347,2144,3011,447,22,221,18,822,857,0,0,552,52,1285,356,336,1529,178,90,109
0,an26_crus1_lat,202002_cfos,Vehicle_control_reversal,955,1785,1003,1027,79,1067,806,27929,56616,804,1077,3499,11803,18138,1721,1652,3952,13393,1764,1433,429,1410,41895,29200,2372,85001,7715,814,1002,43,38,15414,219,880,427,0,581,0,211,646,2,888,414,106,135,28,58,15,563,52,145,111,209,689,42,141,92,169,350,826,6,173,17,335,131,62,1590,65,168,0,0,0,3,242,3834,0,234,50,8515,1515,20,373,663,2179,0,0,827,220,242,0,1416,0,0,9597,2564,1558,1424,56,376,30,34,0,1889,2146,2348,854,52,76,16,544,515,0,0,507,210,629,266,167,1777,80,48,111
1,an27_crus1_lat,202002_cfos,Vehicle_control_reversal,280,2200,1516,490,101,835,552,18397,38938,1105,2057,2448,7815,10149,1740,1497,3416,6280,1403,1142,232,1183,34916,20451,2479,57348,9759,565,1419,27,46,7047,25,243,72,0,458,0,116,184,0,1963,260,53,31,5,4,0,187,136,59,23,681,279,25,64,31,281,209,323,13,563,0,265,125,86,1141,22,153,0,0,0,4,11,415,0,0,7,2596,561,51,221,457,501,0,0,392,163,387,0,741,0,0,5779,4929,1374,852,33,46,13,10,0,1670,2168,2253,683,24,109,10,939,1656,0,2,425,801,873,619,238,4292,183,142,256
2,an28_crus1_lat,202002_cfos,Vehicle_control_reversal,343,661,1005,38,65,134,170,16498,39581,510,1042,2779,10811,11843,1199,985,2398,12085,1175,1459,101,487,39484,32476,583,58752,829,248,3174,49,88,10196,1110,2375,816,0,1830,0,339,588,10,351,753,185,283,5,40,106,491,78,602,384,112,921,56,278,226,87,316,1661,0,8,0,424,1,0,838,53,365,0,0,0,0,0,679,16,16,0,4921,1513,0,1130,0,3769,0,0,986,421,375,0,3956,0,0,10091,2208,2589,2696,21,117,24,62,0,3061,6635,2341,199,1,25,4,170,2988,0,0,782,1917,952,194,5,5428,1,3,7
3,an29_crus1_lat,202002_cfos,Vehicle_control_reversal,581,2844,1704,1407,259,961,1323,20652,44754,307,781,2276,18812,12217,1493,1377,2846,12326,2096,1495,174,1007,37009,22817,2306,45519,7507,687,3006,112,123,10256,859,1151,242,0,577,0,655,916,0,2088,376,113,256,19,46,76,376,214,856,172,433,1254,146,554,464,242,426,878,7,231,20,344,51,16,1041,28,460,0,0,0,12,56,2214,13,100,48,4952,976,137,266,316,1777,0,0,405,291,198,0,1521,0,0,15534,3919,1640,762,26,98,10,10,0,1343,2823,3467,634,18,4,2,382,841,0,1,269,404,325,239,136,2126,27,32,132
4,an30_crus1_lat,202002_cfos,Vehicle_control_reversal,1066,2523,2384,1314,245,786,833,29228,68806,1261,1434,4417,12686,13412,1385,1253,2960,14008,1514,1996,739,1509,35844,23238,2797,77621,8226,974,2454,21,123,13261,448,1140,286,0,328,0,546,1005,0,1359,486,96,141,38,57,58,587,60,509,159,294,1374,129,182,111,207,90,1642,0,146,11,363,117,98,1502,22,492,0,0,0,7,176,1973,13,147,131,6363,1655,38,282,493,2272,0,0,500,189,140,0,1350,0,0,11054,2799,1322,333,2,117,13,23,0,1111,1759,2438,562,23,74,8,551,131,0,0,426,78,1369,402,322,1435,232,81,48
5,an31_crus1_lat,202002_cfos,Vehicle_control_reversal,692,1322,836,690,57,718,410,16772,36779,371,995,1583,8523,13789,2307,1766,3573,8797,1184,838,139,926,35273,23334,2333,73142,7201,605,1924,16,116,7970,234,530,276,0,447,0,476,899,0,1205,218,41,66,17,9,24,454,42,53,141,114,391,11,9,17,31,48,911,0,60,4,353,26,32,669,18,324,0,0,0,0,127,1733,13,53,4,3616,717,5,251,235,1597,0,0,463,115,254,0,1156,0,0,7419,3313,1494,562,9,164,2,13,0,1317,3652,2379,650,28,69,21,438,1154,0,0,222,845,318,269,114,2723,54,25,111
6,an32_crus1_lat,202002_cfos,Vehicle_control_reversal,1100,3870,2562,1808,160,943,2437,22592,55094,394,1751,3921,19701,8727,1072,1653,2415,12068,1584,1725,656,1725,27795,29811,2566,38748,5631,890,1441,7,141,12706,91,486,270,0,372,0,441,902,0,281,111,21,35,10,2,11,450,16,57,64,202,560,12,49,35,32,77,993,0,40,28,137,36,29,764,21,196,0,0,0,2,25,1893,19,46,51,7251,1258,64,490,566,2484,0,0,770,521,211,0,1815,0,0,13372,1496,1916,992,2,43,5,37,0,2703,1131,2974,899,25,3,0,72,1230,0,0,535,739,974,43,1,4918,23,48,81
7,an33_crus1_lat,202002_cfos,Vehicle_control_reversal,926,2365,1886,758,187,677,970,19701,56966,725,1738,4392,13321,12149,977,1383,2150,11184,1353,1762,364,1322,42666,26277,2354,64590,6219,626,1940,35,194,8035,183,695,282,0,433,0,490,706,5,1427,175,41,25,15,17,12,679,62,220,55,78,223,42,59,17,50,99,569,0,37,0,188,44,143,715,21,253,0,0,0,0,32,2046,2,72,108,3080,503,5,113,281,990,0,0,436,112,167,0,804,0,0,8241,2409,677,258,4,127,25,33,0,1422,1362,2679,418,20,134,10,562,220,0,1,193,592,315,646,385,1520,109,44,90
8,an34_crus1_lat,202002_cfos,Vehicle_control_reversal,623,2200,1507,932,160,961,1753,28198,54115,1436,2561,3306,13668,12490,3036,1530,4718,15370,1580,1301,221,983,31851,23706,2348,32678,5439,564,1390,18,29,15727,712,2091,1163,0,1897,0,581,881,2,1721,756,290,176,35,12,51,447,15,588,179,86,306,20,94,199,198,644,1620,3,137,1,492,97,31,1203,7,440,0,0,0,0,203,2790,9,59,52,8585,1539,34,440,534,3596,0,0,523,358,173,0,2210,0,0,14907,5075,2147,701,38,128,41,14,0,1740,3672,2306,816,27,83,11,766,1618,0,0,382,790,611,609,366,4587,253,36,105
0,an6_cno,202002_cfos,cno_injection,1428,3544,983,4732,401,1219,3305,16969,34216,771,724,6707,17385,8619,3634,2127,4220,12677,2792,4780,881,3865,24799,30983,3240,9291,3350,271,1107,44,12,14212,187,374,271,0,408,0,249,689,5,730,360,162,69,56,36,129,399,52,46,252,218,286,18,195,67,135,238,297,0,101,23,70,416,162,1495,6,120,0,0,0,1,416,2396,7,229,124,8721,2219,11,124,1885,1041,0,0,919,247,507,0,609,0,0,8582,1400,2174,323,13,96,27,13,0,917,892,893,1528,39,49,12,410,528,0,4,134,170,436,170,118,1896,73,19,84
1,an7_cno,202002_cfos,cno_injection,753,3450,899,1006,524,1677,1104,19990,26098,838,1990,7469,21778,10288,2451,1571,3589,15068,2904,8081,977,7166,20750,35374,5888,12557,1984,477,782,16,13,12353,248,224,80,0,394,0,273,962,5,855,227,79,142,93,35,211,310,62,66,488,273,326,51,247,28,282,203,192,0,246,78,396,733,205,3563,43,430,0,0,0,0,246,2069,0,57,204,10691,2914,19,100,1892,721,0,0,1177,320,317,0,544,0,0,10966,1638,3039,203,28,76,7,5,0,1234,944,1592,802,9,6,4,160,1665,0,0,159,630,295,169,3,1163,2,19,61
2,an8_cno,202002_cfos,cno_injection,740,6308,1602,6205,418,1943,2993,12952,31495,783,694,5769,31925,15124,6364,3374,6355,15615,3904,7270,1056,6899,29140,43991,6643,23659,4835,553,989,14,25,10598,45,100,74,0,160,0,101,658,1,264,61,22,33,58,29,179,241,54,17,552,421,259,107,322,3,140,61,392,0,102,7,192,664,149,2142,6,89,0,0,0,0,235,1903,3,411,125,5185,1562,13,69,880,508,0,0,984,280,232,0,556,0,0,6595,375,2563,204,10,139,21,2,0,1080,1365,1133,575,9,7,0,120,987,0,0,112,201,344,110,20,612,27,22,64
