,brain,batch,condition,Anterior amygdalar area,Basolateral amygdalar nucleus,Central amygdalar nucleus,Cortical amygdalar area,Intercalated amygdalar nucleus,Lateral amygdalar nucleus,Posterior amygdalar nucleus,Somatomotor areas,Somatosensory areas,Gustatory areas,Visceral area,Auditory areas,Visual areas,Anterior cingulate area,Prelimbic area,Infralimbic area,Orbital area,Retrosplenial area,Posterior parietal association areas,Temporal association areas,Perirhinal area,Ectorhinal area,Hippocampal region,Retrohippocampal region,Endopiriform nucleus,Caudoputamen,Nucleus accumbens,Fundus of striatum,Lateral septal nucleus,Septofimbrial nucleus,Septohippocampal nucleus,Pallidum,Ventral anterior-lateral complex of the thalamus,Ventral medial nucleus of the thalamus,Ventral posterolateral nucleus of the thalamus,"""Ventral posterolateral nucleus of the thalamus, parvicellular part""",Ventral posteromedial nucleus of the thalamus,"""Ventral posteromedial nucleus of the thalamus, parvicellular part""",Posterior triangular thalamic nucleus,Subparafascicular nucleus,Subparafascicular area,Lateral posterior nucleus of the thalamus,Posterior complex of the thalamus,Anteroventral nucleus of thalamus,Anteromedial nucleus,Anterodorsal nucleus,Interanteromedial nucleus of the thalamus,Interanterodorsal nucleus of the thalamus,Lateral dorsal nucleus of thalamus,Intermediodorsal nucleus of the thalamus,Submedial nucleus of the thalamus,Parataenial nucleus,Paraventricular nucleus of the thalamus,Nucleus of reuniens,Rhomboid nucleus,Central medial nucleus of the thalamus,Paracentral nucleus,Central lateral nucleus of the thalamus,Parafascicular nucleus,Reticular nucleus of the thalamus,Medial habenula,Lateral habenula,Arcuate hypothalamic nucleus,Anterodorsal preoptic nucleus,Anteroventral preoptic nucleus,Anteroventral periventricular nucleus,Medial preoptic area,Posterodorsal preoptic nucleus,Parastrial nucleus,"""Periventricular hypothalamic nucleus, posterior part""","""Periventricular hypothalamic nucleus, preoptic part""",Subparaventricular zone,Suprachiasmatic nucleus,Ventrolateral preoptic nucleus,Mammillary body,Median preoptic nucleus,Dorsal premammillary nucleus,Ventral premammillary nucleus,Lateral hypothalamic area,Lateral preoptic area,Retrochiasmatic area,Subthalamic nucleus,Tuberal nucleus,Zona incerta,Median eminence,"""Superior colliculus, sensory related""",Nucleus of the brachium of the inferior colliculus,Nucleus sagulum,Parabigeminal nucleus,"""Substantia nigra, reticular part""",Ventral tegmental area,"""Midbrain reticular nucleus, retrorubral area""","""Superior colliculus, motor related""",Periaqueductal gray,Pretectal region,Cuneiform nucleus,Red nucleus,Oculomotor nucleus,Paratrochlear nucleus,Ventral tegmental nucleus,Anterior tegmental nucleus,"""Substantia nigra, compact part""",Pedunculopontine nucleus,Midbrain raphe nuclei,Parabrachial nucleus,Superior olivary complex,Barrington's nucleus,Dorsal tegmental nucleus,Posterodorsal tegmental nucleus,Pontine central gray,Pontine gray,"""Pontine reticular nucleus, caudal part""",Supragenual nucleus,Supratrigeminal nucleus,Tegmental reticular nucleus,Motor nucleus of trigeminal,Laterodorsal tegmental nucleus,Nucleus incertus,Pontine reticular nucleus,Nucleus raphe pontis,Subceruleus nucleus,Sublaterodorsal nucleus
0,an0_mcherrydymaze,202002_cfos,dilutedvector_control_reversal,258,140,122,89,3,133,72,2912,3870,112,116,169,379,1548,347,134,602,1239,23,463,80,50,5310,5103,308,8285,1124,31,259,1,0,3808,15,76,37,0,31,0,15,42,0,55,21,13,22,0,0,7,37,0,0,5,22,8,0,8,0,3,58,60,0,8,0,24,15,37,159,0,7,0,0,0,0,54,297,0,4,2,719,265,1,74,335,175,0,0,11,20,39,0,338,0,0,393,398,415,104,4,2,6,3,0,185,501,140,65,0,3,0,47,137,0,0,28,46,74,18,6,615,7,2,10
1,an1_mcherrydymaze,202002_cfos,dilutedvector_control_reversal,398,98,154,252,7,19,22,3767,7006,161,169,254,613,2169,323,218,678,1290,189,99,245,85,5353,6721,191,5956,692,92,52,4,0,3955,43,169,16,0,42,0,10,15,1,81,25,7,34,0,14,13,24,241,65,19,26,193,94,134,3,10,26,103,0,3,0,16,49,49,354,0,19,0,0,0,0,166,577,0,20,11,1101,673,0,188,298,263,0,0,32,24,28,0,716,0,0,1028,318,718,101,1,11,0,0,0,312,810,436,200,13,0,0,42,420,0,0,81,112,103,45,28,769,11,6,28
2,an10_mcherrydymaze,202002_cfos,dilutedvector_control_reversal,168,56,81,71,4,31,112,1509,2733,26,112,49,371,743,165,64,650,414,8,25,9,18,6171,3659,72,4825,659,46,178,4,3,3450,141,90,63,0,158,0,36,29,0,142,102,33,74,0,0,3,32,10,65,1,7,12,6,12,11,24,37,103,0,25,0,2,32,53,256,1,24,0,0,0,0,20,346,2,13,0,888,513,1,50,163,319,0,0,15,0,4,0,649,0,0,383,947,89,349,6,2,0,0,0,55,762,56,48,0,0,0,0,183,0,0,3,184,26,16,15,277,0,0,0
3,an11_mcherrydymaze,202002_cfos,dilutedvector_control_reversal,114,86,122,97,11,107,39,2925,6568,70,532,326,549,1165,171,65,863,1731,69,46,135,143,5799,5220,250,11525,689,158,271,8,1,1958,23,71,20,0,74,0,52,53,0,163,167,7,9,0,2,7,29,5,40,4,10,31,3,10,16,9,87,72,0,7,0,13,15,33,227,0,15,0,0,0,0,1,355,0,8,2,590,264,3,41,169,188,0,0,25,22,22,0,349,0,0,946,1573,365,436,9,20,3,3,0,427,749,247,34,1,3,0,36,269,0,0,37,174,40,15,3,532,9,5,8
4,an12_mcherrydymaze,202002_cfos,dilutedvector_control_reversal,164,52,123,59,0,93,37,1535,2059,16,77,102,389,666,244,184,574,990,134,59,81,46,4492,6541,69,2927,262,18,61,9,0,2007,6,31,19,0,34,0,39,81,0,188,50,0,0,0,0,0,22,0,4,0,0,28,0,0,2,3,2,15,0,5,0,0,3,16,64,0,10,0,0,0,0,1,357,0,8,0,297,201,0,22,148,336,0,0,54,26,44,0,303,0,0,414,610,39,214,5,10,0,0,0,42,341,58,4,0,0,0,0,251,0,0,3,62,1,0,0,180,0,0,0
5,an13_mcherrydymaze,202002_cfos,dilutedvector_control_reversal,1486,1947,1289,1080,155,821,448,22230,33097,1377,1306,2894,7357,10778,1784,1597,3848,9438,731,1493,720,1648,35344,24428,2775,25244,5462,607,1987,33,32,21870,463,1614,180,0,232,0,431,612,0,1520,298,132,165,9,45,142,514,51,383,115,184,787,72,132,69,290,149,559,1,209,36,606,334,130,1954,21,282,0,0,0,0,275,3264,9,137,158,9352,2202,79,438,1093,2915,0,0,417,353,273,0,2193,0,0,7292,4075,1690,817,20,172,57,118,0,1939,3388,2559,1316,14,150,15,943,2401,0,2,479,2109,832,929,356,5284,237,89,220
6,an14_mcherrydymaze,202002_cfos,dilutedvector_control_reversal,582,209,186,83,17,84,78,2415,5283,449,658,210,538,1975,133,67,640,2421,29,62,83,266,7289,4091,135,2895,669,83,101,0,2,4382,81,223,45,0,71,0,15,20,0,1003,73,21,8,0,2,0,50,3,32,6,1,99,11,4,10,48,24,69,0,39,20,14,10,42,306,5,12,0,0,0,2,201,502,0,0,6,979,467,40,81,153,243,0,0,3,19,35,0,374,0,0,1602,1370,468,110,0,14,13,0,0,118,711,209,81,0,8,4,80,313,0,0,49,268,134,23,40,1018,11,8,22
7,an2_mcherrydymaze,202002_cfos,dilutedvector_control_reversal,98,77,169,33,12,57,91,1285,1843,48,48,49,174,959,86,51,368,1482,29,12,19,17,3825,4389,123,8057,681,72,233,17,6,2322,192,135,6,0,408,0,111,107,0,273,414,35,12,6,21,0,10,41,102,31,72,96,25,106,73,20,335,78,0,9,0,4,1,22,96,5,22,0,0,0,6,135,535,4,3,6,578,163,21,8,165,149,0,0,11,6,8,0,178,0,0,961,670,288,205,3,13,0,0,0,137,242,56,71,0,0,2,85,193,0,0,40,99,74,10,9,656,5,6,3
8,an3_mcherrydymaze,202002_cfos,dilutedvector_control_reversal,101,76,170,70,13,29,16,2246,2906,13,72,214,251,1241,347,135,413,757,30,29,12,21,5524,5243,148,7991,699,105,202,7,2,2550,40,84,51,0,66,0,50,41,0,201,140,26,55,2,0,5,237,11,13,27,32,18,6,51,0,48,84,108,0,31,7,32,1,44,84,0,5,0,0,0,0,146,453,0,5,10,663,156,19,51,267,345,0,0,8,47,39,0,387,0,0,1115,622,906,206,5,4,14,8,0,478,983,626,136,23,41,11,245,229,0,0,69,210,94,33,47,1105,56,3,52
9,an4_mcherrydymaze,202002_cfos,dilutedvector_control_reversal,257,159,223,42,8,76,38,9209,11136,261,386,542,1228,2244,741,111,1755,1927,254,265,104,430,5938,8568,197,4501,967,210,674,36,16,2576,27,57,96,0,155,0,100,101,0,191,40,3,4,0,10,4,12,1,47,8,14,152,7,6,1,13,35,37,0,6,1,30,31,11,363,4,82,0,0,0,0,56,526,0,10,2,1270,363,2,96,217,431,0,0,51,241,134,0,502,0,0,1828,876,646,199,13,5,2,5,0,397,1125,440,86,1,3,5,32,334,0,1,108,155,34,41,27,872,13,6,30
10,an6_mcherrydymaze,202002_cfos,dilutedvector_control_reversal,209,165,117,76,3,40,25,3009,5508,69,209,251,470,1766,254,145,753,1105,76,65,17,45,5612,5842,393,9854,912,59,292,16,12,2125,32,192,54,0,56,0,38,136,0,66,71,6,36,0,0,17,40,16,8,14,10,62,2,5,0,9,56,53,0,4,0,6,26,9,84,0,6,0,0,0,0,114,239,0,5,18,779,411,3,85,269,362,0,0,26,52,58,0,465,0,0,1054,409,517,46,0,19,1,0,0,222,502,502,47,5,0,0,39,151,0,0,19,171,131,82,2,690,15,7,60
11,an7_mcherrydymaze,202002_cfos,dilutedvector_control_reversal,204,286,182,122,11,162,33,2900,6461,73,145,279,706,1995,192,218,1541,2704,80,156,30,49,7160,6332,215,11637,860,169,310,6,1,3283,63,54,38,0,40,0,18,133,0,158,38,28,21,3,4,10,82,11,20,16,11,170,3,1,15,11,21,157,0,10,0,24,13,37,121,0,22,0,0,0,0,36,285,0,16,8,1177,220,19,96,220,224,0,0,29,43,56,0,188,0,0,1363,1028,828,95,4,2,2,6,0,197,267,157,88,0,17,2,51,297,0,0,40,320,106,16,20,781,24,0,1
12,an8_mcherrydymaze,202002_cfos,dilutedvector_control_reversal,531,193,383,135,48,61,148,3569,6041,138,386,335,691,1777,207,290,632,2006,98,139,135,370,8126,6124,224,6359,825,47,173,9,2,5721,1,62,22,0,32,0,81,34,0,290,8,16,8,1,7,5,17,0,3,14,14,186,4,7,1,0,13,50,0,2,0,12,21,48,170,0,19,0,0,0,0,83,391,0,4,7,969,569,0,111,78,240,0,0,33,11,43,0,349,0,0,963,849,617,311,0,11,5,3,0,204,390,97,31,2,0,0,45,316,0,0,47,157,115,10,17,777,0,10,39
13,an9_mcherrydymaze,202002_cfos,dilutedvector_control_reversal,502,144,241,600,10,66,59,2164,4111,148,334,197,302,1275,110,62,390,777,38,212,44,72,8303,4402,133,10668,800,145,245,38,11,3567,25,122,108,0,65,0,33,45,0,193,82,10,36,0,13,6,89,0,6,3,7,42,0,0,0,28,153,116,0,22,0,5,1,47,101,3,6,0,0,0,1,17,296,2,3,2,431,310,0,23,274,332,0,0,3,19,34,0,228,0,0,1378,737,69,250,27,9,4,9,0,56,327,108,81,0,0,1,77,173,0,0,44,107,46,0,18,413,17,2,6
0,an1_vecctrl_ymaze,202002_cfos,lobVI_noreversal,1907,2314,1464,1542,168,432,1234,15299,40757,438,1077,2331,6036,8375,1091,732,4808,15884,1096,784,269,627,49762,27407,2021,44332,5561,843,2076,45,19,15826,371,1087,322,0,813,0,351,745,1,3805,669,116,71,37,27,47,774,54,319,167,504,739,42,157,113,278,187,983,3,597,32,523,226,233,2263,23,504,0,0,0,0,296,3543,19,158,92,8914,2116,19,551,739,1922,0,0,151,90,271,0,2182,0,0,15359,6775,2355,333,9,111,25,9,0,1899,1879,4410,832,45,39,16,881,1083,0,2,754,1761,767,658,559,6256,173,122,483
1,an10_vecctrl_ymaze,202002_cfos,lobVI_noreversal,2512,2849,5252,1243,232,1135,577,24657,52294,746,2162,4991,12428,13119,1533,1851,5191,11785,1177,2353,399,1384,37979,32523,3105,69913,8893,1520,3672,81,141,21123,2493,2391,1381,0,614,0,680,1112,9,2180,964,643,387,67,4,55,1418,146,115,123,279,318,99,105,77,165,552,2471,1,66,39,369,125,167,2018,20,505,0,0,0,2,443,3936,10,162,29,12026,2803,32,393,1110,3822,0,0,432,224,323,0,2513,0,0,10044,4786,5232,991,20,310,18,35,0,4034,5318,9132,1168,261,91,28,2048,4429,0,3,674,2644,848,2118,147,7136,111,132,534
2,an2_vecctrl_ymaze,202002_cfos,lobVI_noreversal,625,1960,3373,1202,135,816,575,15638,39633,754,1202,2245,7084,13007,1495,1625,4619,13231,851,1019,99,652,49102,27187,1897,105279,9333,723,3578,142,105,15959,3567,4259,1233,0,1076,0,644,894,0,3018,1166,703,849,55,81,219,1533,58,892,159,181,1490,332,323,441,381,335,2982,3,323,18,525,85,70,1309,19,344,0,0,0,3,65,3142,8,67,18,7016,1357,344,557,1220,4492,0,0,98,143,211,0,1783,0,0,13130,10300,3431,1296,22,627,84,32,0,2226,5561,6895,629,334,95,11,1410,1968,0,2,517,1501,1164,1321,287,7009,193,127,382
3,an3_vecctrl_ymaze,202002_cfos,lobVI_noreversal,1022,2057,2210,855,150,867,578,24100,54655,783,1114,2975,10124,18610,2084,1727,5679,14622,1987,1004,243,703,50494,31019,2412,92987,8231,895,3027,54,99,17077,357,1363,732,0,951,0,728,931,1,2607,890,225,152,80,0,27,1554,1,50,30,9,259,0,7,44,286,249,2184,4,193,33,365,88,93,1433,17,200,0,0,0,1,258,2362,1,62,10,6686,1351,13,423,783,3438,0,0,186,58,259,0,1949,0,0,13360,7247,3879,1400,4,158,24,34,0,2239,4269,3388,802,26,37,12,417,1175,0,0,497,1467,798,246,295,6599,131,20,71
4,an4_vecctrl_ymaze,202002_cfos,lobVI_noreversal,1583,2216,1913,1327,131,1150,959,18411,45243,851,860,2640,8057,15408,2122,1508,4716,16802,1077,1297,361,858,55242,30465,2404,83980,9398,1072,5386,161,167,19080,1400,2604,768,0,2079,0,811,1231,6,2032,1155,269,495,63,136,125,951,131,480,281,429,1503,245,604,135,409,632,2346,0,398,40,435,201,182,1992,50,344,0,0,0,5,484,4106,11,157,99,9853,2215,139,705,1328,4580,0,0,440,274,226,0,2275,0,0,15061,5390,3372,1525,4,263,29,48,0,2389,3035,3822,982,36,117,29,946,753,0,1,492,561,1101,936,361,5691,297,49,226
5,an5_vecctrl_ymaze,202002_cfos,lobVI_noreversal,996,2044,2448,984,268,1053,568,16895,36518,1146,935,2154,4770,14297,987,1462,5544,13019,673,759,127,937,43838,25828,2588,79932,8237,1164,2919,72,86,18466,872,2689,524,0,658,0,436,1139,4,2486,608,118,281,38,96,65,584,154,370,300,339,1170,164,498,111,142,366,1931,2,68,71,432,131,252,2049,47,304,0,0,0,206,388,3124,15,155,54,7800,1688,1228,409,742,3238,0,0,284,26,217,0,1390,0,0,11616,5910,3194,955,21,261,16,79,0,2086,4250,4228,1037,38,85,5,499,2058,0,1,454,2412,736,212,220,6488,111,35,96
6,an6_vecctrl_ymaze,202002_cfos,lobVI_noreversal,1573,2471,4592,787,258,1493,412,28545,62581,903,1631,3676,8143,21212,3024,1909,5687,14079,1241,1140,506,839,50605,27698,3301,102030,12630,1094,3220,90,80,22377,2495,2163,1697,0,762,0,1356,849,0,2023,1069,641,653,76,27,62,1747,52,412,188,211,1026,205,133,109,466,445,2811,11,208,43,414,174,88,1936,23,291,0,0,0,8,485,3245,2,112,56,9524,2188,199,394,1327,3976,0,0,207,156,162,0,1673,0,0,8739,6284,2864,969,4,219,2,10,0,2959,4526,7951,902,322,120,63,2465,2777,0,2,602,2447,977,2324,424,5769,153,180,566
7,an7_vecctrl_ymaze,202002_cfos,lobVI_noreversal,1558,1481,2654,1371,147,844,1029,31602,62450,1625,1473,3107,7042,29986,3491,2922,7268,17668,1029,1041,255,1057,56901,36737,3631,141273,11956,1163,1665,47,80,22935,3778,2965,1764,0,1058,0,615,673,1,3616,979,836,550,38,22,75,2081,76,201,75,187,622,157,54,161,482,592,2362,0,641,31,550,234,128,3128,54,597,0,0,0,0,213,3291,37,145,85,10822,3093,49,503,1424,4028,0,0,189,93,213,0,2600,0,0,5475,10187,2732,995,76,184,14,48,0,2201,5056,4833,569,215,88,20,1757,1613,0,0,238,1429,384,1380,109,5045,114,95,337
8,an8_vecctrl_ymaze,202002_cfos,lobVI_noreversal,825,2042,2484,872,235,1136,331,25779,57618,1183,1595,4144,14379,21608,2496,2308,8979,18112,1699,1804,270,1584,47352,27675,2850,117665,10545,1013,3154,89,107,19361,1218,1454,390,0,574,0,726,1128,5,1932,846,230,665,48,39,133,1293,395,495,290,288,1212,282,517,274,238,846,2751,0,135,1,369,148,55,1623,15,253,0,0,0,2,210,2829,6,124,113,9521,1529,22,408,322,2765,0,0,417,51,160,0,1638,0,0,12993,4530,2567,1357,34,142,49,19,0,1314,4218,3033,668,40,80,9,930,1020,0,0,414,1943,562,785,455,3907,213,140,351
9,an9_vecctrl_ymaze,202002_cfos,lobVI_noreversal,1340,2516,4925,1223,210,1624,1353,37356,67244,1657,3255,3046,10380,24832,2896,2311,5310,17846,1554,1986,406,1278,51369,34878,3947,82348,9818,1503,5079,170,142,27959,3152,3559,1924,0,1084,0,736,851,0,3849,565,1329,862,44,50,90,2667,1,191,149,202,935,142,73,37,275,265,3316,0,121,21,741,147,306,2302,38,523,0,0,0,8,746,2955,32,88,157,12476,2998,23,732,1253,6643,0,0,448,275,243,0,2719,0,0,11124,10461,4057,1502,51,246,16,29,0,4046,3597,7816,924,225,56,37,1480,1854,0,6,849,649,1140,1632,289,6677,109,114,364
0,an1_saline,202002_cfos,saline_injection,263,5573,1058,7344,439,1435,2901,13333,28598,905,1634,9144,41910,13287,5643,3182,4755,14876,4189,7201,1591,7918,26492,48704,5614,21376,3434,366,838,8,70,7948,33,115,43,0,100,0,118,617,0,207,40,0,37,16,45,25,65,49,2,208,229,275,25,82,12,81,54,220,1,37,45,180,280,101,1310,14,117,0,0,0,2,128,2004,0,647,242,3798,936,34,45,946,358,0,0,797,89,261,0,551,0,0,6744,400,2593,398,11,53,19,34,0,820,318,2406,1002,17,41,6,220,573,0,0,354,54,137,156,72,815,11,28,60
1,an2_saline,202002_cfos,saline_injection,249,7112,2311,5534,256,1448,2872,15405,36401,2249,1888,9966,33222,11778,5824,3456,6013,13981,4667,8275,1453,9018,22711,43723,5904,17262,5067,545,522,5,28,9564,122,290,64,0,151,0,118,615,0,340,104,30,37,25,30,137,188,56,27,361,343,163,26,149,11,32,84,124,0,48,72,249,564,169,2030,32,103,0,0,0,6,233,1560,1,294,318,7146,1648,144,256,1787,539,0,0,677,226,333,0,348,0,0,13129,524,2865,148,13,9,10,60,0,1012,237,3823,347,33,28,4,273,901,0,0,404,224,363,225,70,1030,19,32,118
2,an3_saline,202002_cfos,saline_injection,468,8107,2244,10762,618,1369,5354,19434,36980,1119,1409,9860,38571,12669,6748,4219,7713,19722,3799,8458,1179,7923,31214,52160,6131,12144,3588,368,729,4,26,14117,100,102,16,0,80,0,222,862,0,282,46,4,6,12,54,127,142,26,69,315,268,336,39,142,8,47,46,114,0,45,49,87,213,147,1513,111,71,0,0,0,32,163,1529,5,506,179,7112,1413,151,167,1095,1006,0,0,601,264,342,0,331,0,0,15058,865,3198,191,5,70,6,0,0,1529,760,2531,377,60,40,36,485,684,0,1,592,51,376,352,125,1328,17,116,195
3,an4_saline,202002_cfos,saline_injection,876,7608,3730,8878,441,1396,4155,12982,28709,1619,2044,8318,25674,13082,5879,3171,3397,14726,2360,7339,756,5529,27103,43680,5639,23380,3428,458,1699,283,38,14447,41,267,74,0,84,0,210,874,0,267,59,156,171,22,30,140,533,50,48,606,582,461,50,96,25,80,60,483,0,101,119,239,628,117,2886,44,132,0,0,0,3,326,1062,8,358,202,10672,2490,217,284,1660,1377,0,0,1089,231,252,0,350,0,0,13287,650,2875,198,6,10,5,11,0,1517,167,3623,884,25,0,10,138,898,0,0,456,360,371,202,2,1889,6,62,143
0,dadult_pc_crus1_2,201810_adultacutePC_ymaze_cfos,crusI_bilateral_reversal,79,207,105,186,14,111,48,3006,4270,104,145,90,160,1835,354,256,717,511,27,33,52,115,1885,1234,286,6717,756,98,493,14,18,1662,33,159,21,0,31,0,10,55,1,75,42,27,35,6,1,20,27,1,68,25,16,47,1,16,16,14,26,175,0,12,2,59,30,18,261,1,35,0,0,0,0,41,106,3,2,5,468,197,5,30,96,177,0,0,3,3,7,0,15,0,0,331,119,2,10,1,1,0,0,0,2,50,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0
1,dadult_pc_crus1_5,201810_adultacutePC_ymaze_cfos,crusI_bilateral_reversal,138,340,116,151,11,122,49,3033,4797,67,156,87,577,1243,327,258,510,731,72,80,24,124,2938,1659,277,3755,616,87,392,61,3,1828,70,139,47,0,101,0,15,58,0,412,109,72,72,47,24,86,174,58,34,112,361,71,13,64,17,120,106,135,2,59,4,44,35,20,260,3,27,0,0,0,0,68,371,4,5,9,538,228,4,28,108,176,0,0,13,39,30,0,67,0,0,1079,287,5,44,11,18,0,0,0,12,293,0,6,0,0,0,0,11,0,0,0,0,0,0,0,43,0,0,0
2,dadult_pc_crus1_6,201810_adultacutePC_ymaze_cfos,crusI_bilateral_reversal,111,322,210,58,72,65,23,7763,8328,304,185,98,203,3068,890,553,1067,1917,40,107,17,39,2816,2410,264,7690,340,63,695,18,20,2244,60,353,83,0,98,0,27,33,4,40,55,13,40,2,7,3,37,43,253,26,40,503,42,79,97,10,118,206,0,11,0,35,129,9,328,3,33,0,0,0,0,2,27,17,6,13,824,446,1,60,73,470,0,0,13,35,53,0,375,0,0,330,97,0,195,0,8,0,0,0,4,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,dadult_pc_crus1_7,201810_adultacutePC_ymaze_cfos,crusI_bilateral_reversal,145,550,428,319,39,110,87,3760,6190,257,183,256,609,2094,717,653,979,702,121,156,8,138,2807,2117,356,9726,986,135,590,8,41,2144,80,130,38,0,153,0,46,90,0,128,115,7,14,8,11,30,40,34,20,35,187,102,12,36,13,31,28,71,0,19,1,71,77,49,313,8,148,0,0,0,0,109,163,4,16,67,1020,330,10,45,175,356,0,0,3,6,24,0,121,0,0,1112,295,0,95,13,2,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,dadult_pc_crus1_8,201810_adultacutePC_ymaze_cfos,crusI_bilateral_reversal,121,463,318,254,28,113,65,2601,4285,182,121,76,159,1946,529,645,758,916,27,74,19,105,3144,2226,367,6203,805,160,677,2,23,2067,77,153,24,0,88,0,22,100,0,477,164,13,13,5,20,23,98,23,23,63,146,120,9,36,18,85,58,98,4,79,3,89,47,50,321,4,72,0,0,0,2,118,437,6,6,54,791,228,17,26,112,294,0,0,16,14,19,0,81,0,0,599,241,0,138,7,21,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,dadult_pc_crus1_9,201810_adultacutePC_ymaze_cfos,crusI_bilateral_reversal,148,330,194,194,13,70,95,2612,4592,166,104,101,208,1690,650,498,617,495,30,38,10,68,2539,1048,277,3811,491,80,197,4,2,2073,32,87,31,0,70,0,13,21,0,509,83,25,11,10,4,21,179,30,6,29,252,28,4,18,4,111,39,67,1,61,31,22,51,35,310,3,89,0,0,0,1,100,263,4,3,74,724,258,12,46,187,141,0,0,3,8,16,0,32,0,0,419,238,0,3,0,12,0,0,0,1,131,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,dadult_pc_lob6_13,201810_adultacutePC_ymaze_cfos,lobVI_reversal,214,923,274,406,28,106,123,5892,20951,891,1045,995,2362,1293,260,203,555,1215,366,359,88,348,4998,3726,684,3494,536,69,240,3,4,1222,32,70,11,0,53,0,50,85,0,259,23,9,11,1,0,3,44,6,3,6,13,17,2,12,8,24,14,54,0,7,7,45,17,28,148,1,19,0,0,0,0,26,366,1,3,50,455,152,3,33,91,189,0,0,50,37,36,0,46,0,0,1712,562,9,116,3,16,0,9,0,20,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
1,dadult_pc_lob6_15,201810_adultacutePC_ymaze_cfos,lobVI_reversal,152,513,218,500,16,117,95,2236,7720,313,647,565,2313,776,159,180,325,1199,333,252,71,328,2561,3317,477,4592,447,98,173,4,4,1136,27,40,6,0,19,0,33,31,0,52,14,2,6,0,0,1,17,1,16,4,13,15,0,5,9,4,5,20,0,1,8,12,13,12,77,0,12,0,0,0,1,46,344,1,2,24,439,82,1,38,70,101,0,0,14,11,27,0,51,0,0,762,138,0,79,22,20,0,0,0,12,205,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0
2,dadult_pc_lob6_17,201810_adultacutePC_ymaze_cfos,lobVI_reversal,132,267,138,235,10,108,97,2499,8308,220,383,762,1477,738,155,121,453,873,245,250,62,244,3788,3270,537,3042,413,165,106,0,1,1014,18,51,13,0,52,0,34,58,0,72,30,1,5,2,2,2,17,5,38,3,15,41,1,12,7,4,8,13,2,6,2,17,8,11,93,0,6,0,0,0,0,28,153,0,0,2,437,99,5,33,57,150,0,0,21,33,8,0,51,0,0,713,236,0,127,8,9,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,dadult_pc_lob6_18,201810_adultacutePC_ymaze_cfos,lobVI_reversal,28,287,176,266,16,157,78,2283,5617,175,252,406,1662,905,109,93,282,1337,259,217,41,179,3842,3195,413,7326,530,96,184,8,2,1192,35,35,21,0,42,0,22,42,0,109,57,7,9,4,0,2,53,5,29,6,7,36,6,11,12,18,23,54,0,14,5,11,9,19,61,1,5,0,0,0,1,26,232,0,0,9,224,58,42,11,62,84,0,0,43,0,9,0,88,0,0,381,324,0,56,2,8,0,0,0,0,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,dadult_pc_lob6_19,201810_adultacutePC_ymaze_cfos,lobVI_reversal,195,392,207,449,15,168,103,3261,9436,282,341,885,1973,1076,157,150,454,1864,315,302,57,280,4634,3744,660,3351,563,141,126,1,5,1662,7,49,34,0,89,0,41,73,1,243,32,7,0,0,0,5,51,8,4,4,33,8,0,8,1,22,15,45,0,16,18,24,9,19,106,0,9,0,0,0,4,36,259,1,7,23,524,179,7,30,92,133,0,0,33,7,18,0,68,0,0,486,352,0,132,0,5,0,0,0,16,162,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,dadult_pc_lob6_20,201810_adultacutePC_ymaze_cfos,lobVI_reversal,12,24,9,31,2,30,13,574,973,30,57,52,90,241,43,27,47,173,5,18,15,56,571,781,56,916,62,13,68,0,2,229,2,2,3,0,3,0,1,1,0,43,8,1,1,0,2,0,18,1,4,3,1,7,3,2,2,1,2,8,0,4,0,4,1,12,4,2,0,0,0,0,0,22,34,0,0,1,26,8,0,3,13,11,0,0,1,1,7,0,17,0,0,150,58,0,41,9,4,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,dadult_pc_lob6_21,201810_adultacutePC_ymaze_cfos,lobVI_reversal,26,56,53,57,2,35,16,925,1386,54,59,59,232,689,159,107,238,485,27,42,16,22,1455,1046,115,2934,162,30,176,9,6,500,11,9,10,0,25,0,12,7,0,64,21,4,3,3,2,0,36,5,10,8,9,28,3,4,5,6,8,22,0,10,0,11,0,12,27,0,0,0,0,0,0,30,73,0,0,1,60,25,1,14,38,49,0,0,0,3,10,0,7,0,0,260,129,0,28,5,2,0,0,0,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
0,dadult_pc_crus1_1,201810_adultacutePC_ymaze_cfos,vector_control_reversal,131,311,264,300,18,167,109,4095,8335,144,140,200,565,2428,377,336,697,1296,123,63,15,79,3175,2139,317,10699,1034,166,498,13,13,2265,101,282,62,0,163,0,50,102,1,175,125,29,52,5,7,16,55,22,58,29,79,100,27,47,34,35,48,257,0,16,8,59,11,8,154,7,67,0,0,0,1,64,297,1,1,15,710,163,16,35,113,257,0,0,5,15,22,0,61,0,0,1009,326,131,21,1,10,5,10,0,173,148,38,0,0,2,0,3,0,0,0,0,0,0,15,0,142,0,0,0
1,dadult_pc_crus1_3,201810_adultacutePC_ymaze_cfos,vector_control_reversal,123,512,298,494,19,113,243,2361,4251,139,148,126,523,2257,550,427,556,1552,25,40,14,54,3923,1802,284,8254,796,120,781,8,25,2541,60,159,33,0,72,0,27,67,0,517,354,11,28,5,6,25,96,46,52,53,87,113,21,44,54,166,92,185,7,116,7,78,47,22,342,5,79,0,0,0,0,91,368,0,14,22,758,192,12,24,75,274,0,0,2,10,16,0,58,0,0,392,311,18,26,0,4,0,7,0,66,134,3,0,0,0,0,0,11,0,0,0,0,0,0,0,110,0,0,0
2,dadult_pc_crus1_4,201810_adultacutePC_ymaze_cfos,vector_control_reversal,99,279,142,143,4,91,40,2602,5813,69,156,155,774,1383,359,332,788,621,131,48,26,47,2224,1723,335,5443,634,127,566,8,22,1213,62,105,100,0,89,0,26,81,1,232,81,36,25,7,10,18,125,20,29,28,46,61,9,16,15,27,35,187,1,27,4,51,31,15,202,0,10,0,0,0,0,32,231,3,1,27,392,126,2,51,70,237,0,0,5,14,13,0,21,0,0,909,328,13,39,0,10,0,0,0,35,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
3,dadult_pc_lob6_14,201810_adultacutePC_ymaze_cfos,vector_control_reversal,69,711,281,363,28,175,104,3002,14003,701,717,478,1532,853,136,135,348,708,214,282,83,340,2884,3825,470,4747,334,83,318,6,2,1065,13,22,9,0,20,0,12,38,0,49,14,2,7,0,4,1,16,6,9,6,10,23,1,8,2,2,12,37,0,1,6,46,23,33,117,0,6,0,0,0,0,73,255,1,1,21,385,70,5,16,79,61,0,0,41,16,25,0,44,0,0,913,111,0,100,7,12,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,dadult_pc_lob6_16,201810_adultacutePC_ymaze_cfos,vector_control_reversal,88,198,106,5,12,68,24,3761,6853,234,327,841,1599,857,167,63,381,1481,226,430,49,166,2867,3844,452,2157,158,23,77,3,2,1015,27,38,50,0,74,0,19,48,1,37,51,4,22,1,5,1,24,4,5,5,2,53,3,17,15,3,33,95,0,2,0,18,12,0,183,2,22,0,0,0,0,0,205,2,10,10,517,182,0,113,11,254,0,0,27,23,37,0,164,0,0,806,77,11,102,11,14,0,0,0,4,75,29,0,0,0,0,0,0,0,0,26,0,0,0,0,37,0,0,0
